鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３１號十三樓之８,30.02,商,,,1130420,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,172.37,4,2,2,有,有,17170000,108011,坡道平面,25.44,1300000,預售屋、或土地及建物分件登記案件；,RPRQMLSJKIKGFID09DA,87.84,0.0,7.8,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３１號十九樓之８,30.02,商,,,1130423,土地1建物1車位2,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,197.8,4,2,2,有,有,18930000,109788,坡道平面,50.88,2800000,預售屋、或土地及建物分件登記案件；,RPSQMLSJKIKGFID56DA,87.84,0.0,7.8,有,
仁德區,房地(土地+建物),臺南市仁德區保生路３６號十四樓之３,9.94,商,,,1130409,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,71.42,2,2,1,有,有,7780000,108933,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUNMLSLJHLGFID56DA,44.03,0.0,3.36,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３１號四樓之６,30.16,商,,,1130416,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,172.71,4,2,2,有,有,15780000,98323,坡道平面,25.44,1300000,114年9月26日讓渡，讓渡金額1578萬元整預售屋、或土地及建物分件登記案件；,RPUOMLSJKIKGFID56DA,88.18,0.0,7.8,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３１號十七樓之８,30.02,商,,,1130421,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,172.37,4,2,2,有,有,17530000,110461,坡道平面,25.44,1300000,預售屋、或土地及建物分件登記案件；,RPTNMLKKKIKGFID28DA,87.84,0.0,7.8,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３１號五樓之６,30.16,商,,,1130410,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,172.71,4,2,2,有,有,16000000,98459,坡道平面,25.44,1500000,114年9月12日弟讓渡給姊，讓渡金額1600萬元整114年9月19日姊讓渡給女，讓渡金額1600萬元整預售屋、或土地及建物分件登記案件；,RPOOMLQKKIKGFID48DA,88.18,0.0,7.8,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵大道３１號二樓之３,19.29,商,,,1130407,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141023,120.35,2,2,2,有,有,12350000,116426,坡道平面,25.44,1300000,預售屋、或土地及建物分件登記案件；,RPUPMLQKKIKGFID56DA,57.4,0.0,4.57,有,
佳里區,房地(土地+建物),臺南市佳里區公園路６３６號五樓之１,25.31,住,,,1130311,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141103,90.35000000000001,2,2,2,有,有,6850000,75816,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOOMLSLJHLGFGD48DA,59.95,0.0,4.06,有,
麻豆區,房地(土地+建物),臺南市麻豆區仁愛路２９巷２６之１號,97.05,住,,,1130330,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140602,195.48,3,2,4,有,無,15400000,78780,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUNMLOJKHLGFFD38DA,183.78,0.0,11.7,無,
善化區,房地(土地+建物)+車位,臺南市善化區什乃１８之６６號四樓之５,26.76,,特定農業區,甲種建築用地,1130303,土地2建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141202,78.5,2,2,2,有,有,7530000,92866,其他,6.03,800000,土地價款:289萬元整房屋價款:384萬元整預售屋、或土地及建物分件登記案件；,RPRPMLMJKHLGFHD28DA,49.04,0.0,5.42,有,
安南區,房地(土地+建物)+車位,臺南市安南區安六街１號五樓之１,25.5,住,,,1130229,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141203,146.69,3,2,2,有,有,11450000,82497,坡道平面,27.17,1590000,預售屋、或土地及建物分件登記案件；,RPSOMLQLJHLGFBD18DA,71.84,0.0,5.77,有,
北區,房地(土地+建物)+車位,臺南市北區和緯路二段３３９號九樓之２,16.55,住,,,1130224,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141110,149.48000000000002,2,2,2,有,有,19240000,136725,坡道平面,22.29,1850000,預售屋、或土地及建物分件登記案件；,RPPQMLPKJHLGFAD77DA,73.56,0.0,7.59,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區保生路３８號六樓之１,18.22,商,,,1130227,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,155.56,3,2,2,有,有,13950000,94921,坡道平面,24.82,1540000,預售屋、或土地及建物分件登記案件；,RPXQMLMKJHLGFID09DA,77.17,0.0,9.59,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區保生路１０號三樓之５,18.22,商,,,1130205,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,155.43,3,2,2,有,有,13290000,89962,坡道平面,24.82,1540000,預售屋、或土地及建物分件登記案件；,RPWNMLRLJHLGFID66DA,77.04,0.0,9.59,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區保生路３６號五樓之５,12.42,商,,,1130207,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,111.88,2,2,1,有,有,10300000,100620,坡道平面,24.82,1540000,讓渡日期114/01/20預售屋、或土地及建物分件登記案件；,RPUOMLKMJHLGFID58DA,53.19,0.0,4.5,有,
西港區,房地(土地+建物),臺南市西港區八份１６之１０號,99.06,,鄉村區,乙種建築用地,1130120,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140919,144.0,4,2,5,有,無,12780000,88750,,0.0,0,權利讓渡預售屋、或土地及建物分件登記案件；,RPXOMLQKJHLGFGD09DA,139.35,0.0,4.56,無,
學甲區,房地(土地+建物),臺南市學甲區濟生路６之２０號四樓之１,32.63,住,,,1130127,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140626,87.13,2,2,2,有,有,4880000,56008,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVNMLMJKHLGFGD38DA,55.73,0.0,6.09,有,
學甲區,房地(土地+建物)+車位,臺南市學甲區民族路７２之１號三樓之７,41.61,住,,,1130105,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140515,138.71,3,2,2,有,有,7180000,54253,一樓平面,24.8,1000000,預售屋、或土地及建物分件登記案件；,RPVPMLMJKHLGFGD58DA,74.46,0.0,6.41,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區保生路１０號十二樓之３,12.83,商,,,1130112,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,116.35,2,2,2,有,有,10450000,97345,坡道平面,24.82,1540000,預售屋、或土地及建物分件登記案件；,RPXNMLRLJHLGFID76DA,55.25,0.0,5.49,有,
善化區,房地(土地+建物)+車位,臺南市善化區民生路３０號三樓之５,30.47,住,,,1121210,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140912,94.25999999999999,2,2,2,有,有,10010000,103826,其他,7.48,1000000,預售屋、或土地及建物分件登記案件；,RPTPMLMJJHLGFHD38DA,60.64,0.0,5.63,有,
善化區,房地(土地+建物)+車位,臺南市善化區民生路３０號四樓之１,30.59,住,,,1121230,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140912,94.22999999999999,2,2,2,有,有,10450000,108934,其他,7.48,1000000,預售屋、或土地及建物分件登記案件；,RPOQMLMJJHLGFHD97DA,60.5,0.0,5.63,有,
佳里區,房地(土地+建物)+車位,臺南市佳里區公園路６３６號三樓之６,32.27,住,,,1121210,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141103,140.0,3,2,2,有,有,9914000,75383,一樓平面,25.73,1300000,因客變工程款增加14000元預售屋、或土地及建物分件登記案件；,RPXNMLSLJHLGFGD66DA,72.84,0.0,7.85,有,
善化區,房地(土地+建物)+車位,臺南市善化區民生路３０號四樓之３,30.59,住,,,1121210,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140912,94.68,2,2,2,有,有,10100000,104358,其他,7.48,1000000,預售屋、或土地及建物分件登記案件；,RPPQMLMJJHLGFHD08DA,60.95,0.0,5.63,有,
麻豆區,房地(土地+建物),臺南市麻豆區仁愛路２９巷２６之２號,88.36,住,,,1121201,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140602,190.61,3,2,4,有,無,15100000,79219,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTNMLOJKHLGFFD28DA,179.22,0.0,11.39,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高發一路１０號七樓之５,21.11,住,,,1121203,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140901,110.35,2,2,2,有,有,10300000,108643,坡道平面,27.51,1300000,讓渡日期：114.8.18讓渡金額1030萬預售屋、或土地及建物分件登記案件；,RPRRMLNJJIKGFID58DA,49.24,0.0,4.64,有,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段２３０號八樓之五,26.36,住,,,1121125,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141110,142.75,3,2,2,有,無,11600000,81261,坡道平面,27.44,0,預售屋、或土地及建物分件登記案件；,RPXNMLKMJHLGFDD38EA,68.76,0.0,5.54,有,
南區,房地(土地+建物),臺南市南區萬年七街１５１號三樓之６,18.85,住,,,1121007,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140417,83.62,2,2,1,有,有,7480000,89452,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWNMLQKJHLGFCD48DA,50.32,0.0,4.16,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區保生路２２號七樓之６,14.08,商,,,1121031,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,125.66,2,2,2,有,有,11680000,98572,坡道平面,24.82,1740000,預售屋、或土地及建物分件登記案件；,RPSRMLNLKIKGFID98DA,61.56,0.0,5.35,有,
北區,房地(土地+建物)+車位,臺南市北區和緯路二段３３９號五樓之５,11.55,住,,,1120930,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141110,111.02,1,2,2,有,有,13220000,129494,坡道平面,22.29,1730000,契約讓與價格不變。預售屋、或土地及建物分件登記案件；,RPRPMLPKJHLGFAD87DA,52.23,0.0,4.38,有,
安定區,房地(土地+建物),臺南市安定區蘇厝１７６之１號四樓之７,18.95,,鄉村區,乙種建築用地,1120801,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140911,83.41,2,0,2,有,有,8220000,98549,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQPMLPJKIKGFHD48DA,40.2,0.0,5.22,有,
永康區,房地(土地+建物)+車位,臺南市永康區龍潭街２０９號四樓之３,32.77,住,,,1120829,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140618,109.94,3,2,2,有,有,10100000,89530,一樓平面,15.0,1600000,預售屋、或土地及建物分件登記案件；,RPSNMLMJKHLGFKD48DA,61.94,0.0,6.78,有,
安定區,房地(土地+建物),臺南市安定區蘇厝１７６之１號五樓之１,19.53,,鄉村區,乙種建築用地,1120801,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140911,85.96,2,0,2,有,有,8570000,99698,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRNMLPJKIKGFHD38DA,41.16,0.0,5.64,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區保生路２２號十二樓之１,12.42,商,,,1120707,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,111.88,2,2,1,有,有,9990000,97059,坡道平面,24.82,1540000,113/10/22加購地下一層30號車位，車位價格新台幣154萬元，原買賣總價款新台幣845萬元整，變更為新台幣999萬元整。預售屋、或土地及建物分件登記案件；,RPVOMLKMJHLGFID68DA,53.19,0.0,4.5,有,
北區,房地(土地+建物)+車位,臺南市北區和緯路二段３４１號十一樓之５,11.55,住,,,1120619,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141110,111.02,1,2,2,有,有,13530000,132988,坡道平面,22.29,1730000,契約讓與價格不變。預售屋、或土地及建物分件登記案件；,RPWNMLPKJHLGFAD18DA,52.23,0.0,4.38,有,
北區,房地(土地+建物)+車位,臺南市北區和緯路二段３４１號十一樓之３,10.21,住,,,1120624,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141110,100.67,1,2,2,有,有,12360000,134856,坡道平面,22.29,1790000,預售屋、或土地及建物分件登記案件；,RPQNMLMJKHLGFAD27DA,45.88,0.0,4.14,有,
善化區,房地(土地+建物),臺南市善化區西衛１８之３號二樓之６,24.35,,鄉村區,乙種建築用地,1120627,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140724,79.81,2,2,2,有,有,6220000,77935,,0.0,0,114年03月03日權利價值移轉新台幣622萬元整預售屋、或土地及建物分件登記案件；,RPRPMLTJJHLGFHD88DA,53.29,0.0,4.54,有,
新市區,房地(土地+建物),臺南市新市區內２７之１１號,70.61,住,,,1120610,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,171.6,3,2,3,有,無,18850000,109848,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXNMLMLJHLGFHD78DA,143.19,0.0,28.41,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高發一路１０號二樓之５,21.11,住,,,1120604,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140901,110.35,2,2,2,有,有,9320000,98020,坡道平面,27.51,1200000,讓渡日期：114.12.5讓渡金額998萬預售屋、或土地及建物分件登記案件；,RPPNMLOJKHLGFID18DA,49.24,0.0,4.64,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區保生路１０號七樓之２,18.22,商,,,1120630,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,180.32999999999998,3,2,2,有,有,16300000,101155,坡道平面,49.64,3080000,預售屋、或土地及建物分件登記案件；,RPOOMLRLJHLGFID58DA,77.32,0.0,9.39,有,
善化區,房地(土地+建物)+車位,臺南市善化區什乃１８之６６號三樓之６,25.94,,特定農業區,甲種建築用地,1120629,土地2建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141202,74.63,2,2,1,有,有,7320000,92857,其他,6.03,950000,土地價款:274萬元整房屋價款:363萬元整於114年7月1日權利讓渡總價新台幣730萬元預售屋、或土地及建物分件登記案件；,RPXNMLMJKHLGFHD68DA,47.47,0.0,3.84,有,
善化區,房地(土地+建物)+車位,臺南市善化區什乃１８之６６號三樓之８,25.54,,特定農業區,甲種建築用地,1120625,土地2建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141202,73.8,2,2,1,有,有,7000000,91486,其他,6.03,800000,土地價款:267萬元整房屋價款:353萬元整預售屋、或土地及建物分件登記案件；,RPOOMLMJKHLGFHD87DA,46.51,0.0,4.43,有,
善化區,房地(土地+建物)+車位,臺南市善化區什乃１８之６６號三樓之５,26.76,,特定農業區,甲種建築用地,1120628,土地2建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141202,78.5,2,2,2,有,有,7350000,91072,其他,6.03,750000,土地價款:284萬元整房屋價款:376萬元整預售屋、或土地及建物分件登記案件；,RPQOMLMJKHLGFHD08DA,49.04,0.0,5.42,有,
善化區,房地(土地+建物)+車位,臺南市善化區什乃１８之６６號四樓之７,38.27,,特定農業區,甲種建築用地,1120630,土地2建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141202,116.31,3,2,2,有,有,10820000,92960,一樓平面,13.9,1300000,土地價款:409萬元整房屋價款:543萬元整預售屋、或土地及建物分件登記案件；,RPXOMLMJKHLGFHD78DA,71.33,0.0,5.82,有,
新市區,房地(土地+建物),臺南市新市區內２７之１０號,70.61,住,,,1120505,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,169.23,3,2,3,有,無,19100000,112864,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWNMLMLJHLGFHD68DA,143.19,0.0,26.04,無,
新市區,房地(土地+建物),臺南市新市區內２７之１２號,70.28,住,,,1120505,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,172.26,3,2,4,有,無,19050000,110589,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQOMLMLJHLGFHD18DA,157.47,0.0,14.79,無,
新市區,房地(土地+建物),臺南市新市區內２７之２０號,71.11,住,,,1120503,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,172.12,3,2,3,有,無,18750000,108936,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRQMLMLJHLGFHD48DA,144.4,0.0,27.72,無,
安定區,房地(土地+建物),臺南市安定區蘇厝１７６之１號九樓之１,22.82,,鄉村區,乙種建築用地,1120502,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140911,100.41,2,0,2,有,有,10980000,109352,,0.0,0,114.11.28讓渡，讓渡總價1098萬元整預售屋、或土地及建物分件登記案件；,RPXNMLMJKIKGFHD68DA,49.02,0.0,5.64,有,
安南區,房地(土地+建物)+車位,臺南市安南區安六街１號五樓之２,17.28,住,,,1120418,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141203,108.18,2,2,1,有,有,9000000,90236,坡道平面,27.17,1690000,預售屋、或土地及建物分件登記案件；,RPVOMLQLJHLGFBD48DA,48.54,0.0,4.02,有,
安定區,房地(土地+建物),臺南市安定區蘇厝１７６之１號五樓之７,18.95,,鄉村區,乙種建築用地,1120424,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140911,83.41,2,0,2,有,有,8330000,99868,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQOMLSLJIKGFHD78DA,40.2,0.0,5.22,有,
新市區,房地(土地+建物),臺南市新市區內２７之１３號,68.56,住,,,1120426,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,172.95,3,2,4,有,無,18850000,108991,,0.0,0,預售屋、或土地及建物分件登記案件；,RPROMLMLJHLGFHD28DA,159.34,0.0,13.61,無,
新市區,房地(土地+建物),臺南市新市區內２７之２６號,70.61,住,,,1120410,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,167.7,3,2,3,有,無,19130000,114073,,0.0,0,權利讓渡預售屋、或土地及建物分件登記案件；,RPUPMLMLJHLGFHD68DA,143.19,0.0,24.51,無,
新市區,房地(土地+建物),臺南市新市區內２７之２１號,70.61,住,,,1120422,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,169.66,3,2,3,有,無,18900000,111399,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQQMLMLJHLGFHD38DA,143.19,0.0,26.47,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高發一路１０號三樓之５,21.11,住,,,1120425,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140901,110.35,2,2,2,有,有,9080000,96934,坡道平面,27.51,1050000,預售屋、或土地及建物分件登記案件；,RPORMLNJJIKGFID28DA,49.24,0.0,4.64,有,
安定區,房地(土地+建物),臺南市安定區蘇厝１７６之１號七樓之３,17.28,,鄉村區,乙種建築用地,1120420,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140911,76.05,2,0,2,有,有,8250000,108481,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWNMLLJKIKGFHD48DA,36.31,0.0,5.1,有,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段２３０號四樓之五,26.36,住,,,1120330,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141110,142.75,3,2,2,有,無,10500000,73555,坡道平面,27.44,0,預售屋、或土地及建物分件登記案件；,RPTNMLKMJHLGFDD97EA,68.76,0.0,5.54,有,
新市區,房地(土地+建物),臺南市新市區內２７之１６號,75.89,住,,,1120320,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,173.11,3,2,3,有,無,18800000,108601,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVOMLMLJHLGFHD68DA,146.15,0.0,26.96,無,
新市區,房地(土地+建物),臺南市新市區內２７之１７號,79.35,住,,,1120313,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,173.95,3,2,3,有,無,18960000,108997,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXOMLMLJHLGFHD88DA,148.07,0.0,25.88,無,
新市區,房地(土地+建物),臺南市新市區內２７之１９號,87.65,住,,,1120314,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,176.69,3,2,3,有,無,19350000,109514,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPPMLMLJHLGFHD18DA,149.78,0.0,26.91,無,
新市區,房地(土地+建物),臺南市新市區內２７之２９號,70.61,住,,,1120323,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,169.23,3,2,3,有,無,19000000,112273,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRPMLMLJHLGFHD38DA,143.19,0.0,26.04,無,
新市區,房地(土地+建物),臺南市新市區內２７之２８號,70.61,住,,,1120308,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,171.6,3,2,3,有,無,19100000,111305,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSPMLMLJHLGFHD48DA,143.19,0.0,28.41,無,
新市區,房地(土地+建物),臺南市新市區內２７之２７號,70.61,住,,,1120308,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,170.31,3,2,3,有,無,19050000,111855,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTPMLMLJHLGFHD58DA,143.19,0.0,27.12,無,
新市區,房地(土地+建物),臺南市新市區內２７之２５號,70.61,住,,,1120321,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,170.95,3,2,3,有,無,18950000,110851,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVPMLMLJHLGFHD78DA,143.19,0.0,27.76,無,
新市區,房地(土地+建物),臺南市新市區內２７之２３號,70.61,住,,,1120327,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,170.95,3,2,3,有,無,19050000,111436,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWPMLMLJHLGFHD88DA,143.19,0.0,27.76,無,
新市區,房地(土地+建物),臺南市新市區內２７之２２號,70.61,住,,,1120327,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140908,169.88,3,2,3,有,無,18950000,111549,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOQMLMLJHLGFHD18DA,143.19,0.0,26.69,無,
仁德區,房地(土地+建物),臺南市仁德區保生路２２號三樓之３,9.94,商,,,1120224,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,71.42,2,2,1,有,有,7450000,104313,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRPMLMKJHLGFID38DA,44.03,0.0,3.36,有,
東區,房地(土地+建物)+車位,臺南市東區德祥街１６９號十樓之３,17.34,住,,,1111213,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140814,98.67,2,2,2,有,有,10150000,114494,坡道機械,19.19,1050000,土地價款:455萬元整房屋價款:455萬元整預售屋、或土地及建物分件登記案件；,RPUNMLNJKIKGFCD97DA,49.1,0.0,3.35,有,
東區,房地(土地+建物)+車位,臺南市東區德祥街１６９號八樓之５,17.34,住,,,1111129,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140814,98.67,2,2,2,有,有,10050000,113236,坡道機械,19.19,1050000,土地價款:450萬元整房屋價款:450萬元整預售屋、或土地及建物分件登記案件；,RPQOMLLLJHLGFCD57DA,49.1,0.0,3.35,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區保生路１０號十五樓之３,12.83,商,,,1111130,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141117,116.35,2,2,2,有,有,11400000,106632,坡道平面,24.82,1640000,預售屋、或土地及建物分件登記案件；,RPSRMLMKJHLGFID68DA,55.25,0.0,5.49,有,
安南區,房地(土地+建物)+車位,臺南市安南區安六街１號八樓之２,17.28,住,,,1110830,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141203,106.02000000000001,2,2,1,有,有,8490000,88508,坡道平面,25.01,1320000,預售屋、或土地及建物分件登記案件；,RPXNMLQLJHLGFBD58DA,48.54,0.0,4.02,有,
安南區,房地(土地+建物)+車位,臺南市安南區宜居三路２８８號十三樓之３,16.26,住,,,1110731,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140912,141.68,3,2,2,有,有,13700000,98569,坡道平面,21.46,1850000,原買車位130號換成124號補差價30萬元預售屋、或土地及建物分件登記案件；,RPPNMLMJKHLGFBD37EA,73.2,0.0,6.42,有,
安南區,房地(土地+建物)+車位,臺南市安南區安六街１號三樓之２,17.28,住,,,1110615,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141203,108.18,2,2,1,有,有,6810000,66658,坡道平面,27.17,1410000,預售屋、或土地及建物分件登記案件；,RPUOMLQLJHLGFBD38DA,48.54,0.0,4.02,有,
